ASV,kingdom,phylum,class,order,family,genus
ASV_6652,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Peptoniphilus
ASV_6653,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia
ASV_6654,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,<not present>,<not present>
ASV_6655,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella
ASV_6656,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,<not present>
ASV_6657,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus
ASV_6658,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6659,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<not present>
ASV_666,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
ASV_6660,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6661,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,<not present>
ASV_6662,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter
ASV_6663,Bacteria,Firmicutes,<not present>,<not present>,<not present>,<not present>
ASV_6664,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella
ASV_6665,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus
ASV_6666,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,<not present>
ASV_6667,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_6668,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
ASV_6669,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,<not present>
ASV_667,Bacteria,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,Thermobrachium
ASV_6670,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV_6671,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfitobacterium
ASV_6672,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>
ASV_6673,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Alkaliphilus,<not present>
ASV_6674,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 5
ASV_6675,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,<not present>
ASV_6676,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Peptoniphilus
ASV_6677,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,<not present>,<not present>
ASV_6678,Bacteria,Actinobacteriota,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces
ASV_6679,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas
ASV_668,Bacteria,Actinobacteriota,<not present>,<not present>,<not present>,<not present>
ASV_6680,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
ASV_6681,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Stackebrandtia
ASV_6682,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,<not present>,<not present>
ASV_6683,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
ASV_6684,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
ASV_6685,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Lutispora,<not present>
ASV_6686,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Sporomusa
ASV_6687,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
ASV_6688,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,<not present>
ASV_6689,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter
ASV_669,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_6690,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Desulfotomaculaceae,Desulfotomaculum
ASV_6691,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
ASV_6692,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
ASV_6693,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV_6694,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,<not present>
ASV_6695,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
ASV_6696,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,<not present>
ASV_6697,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214 group
ASV_6698,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum
ASV_6699,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Friedmanniella
ASV_67,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_670,Bacteria,Firmicutes,Bacilli,Lactobacillales,<not present>,<not present>
ASV_6700,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus
ASV_6701,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Lapillicoccus
ASV_6702,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV_6703,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_6704,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_6705,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium
ASV_6706,Bacteria,Firmicutes,Bacilli,Thermicanales,Thermicanaceae,Hydrogenibacillus
ASV_6707,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_6708,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_6709,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium
ASV_671,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes
ASV_6710,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,<not present>
ASV_6711,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,CAG-56
ASV_6712,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus
ASV_6713,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_6714,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<not present>
ASV_6715,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,<not present>
ASV_6716,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1
ASV_6717,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
ASV_6718,Bacteria,Firmicutes,Clostridia,<not present>,<not present>,<not present>
ASV_6719,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_672,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_6720,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
ASV_6721,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Anaerococcus
ASV_6722,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
ASV_6723,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelotrichaceae UCG-003
ASV_6724,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,<not present>
ASV_6725,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus Amoebophilus
ASV_6726,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,<not present>
ASV_6727,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,<not present>
ASV_6728,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus
ASV_6729,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_673,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_6730,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<not present>,<not present>
ASV_6731,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6732,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
ASV_6733,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Caproiciproducens
ASV_6734,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,<not present>
ASV_6735,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_6736,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>
ASV_6737,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,<not present>,<not present>
ASV_6738,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,<not present>
ASV_6739,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter
ASV_674,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_6740,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2
ASV_6741,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,<not present>
ASV_6742,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6743,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Caproiciproducens
ASV_6744,Bacteria,Firmicutes,Bacilli,<not present>,<not present>,<not present>
ASV_6745,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
ASV_6746,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum
ASV_6747,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,<not present>,<not present>
ASV_6748,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,<not present>
ASV_6749,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>
ASV_675,Bacteria,Firmicutes,Bacilli,Lactobacillales,<not present>,<not present>
ASV_6750,Bacteria,Patescibacteria,Parcubacteria,<not present>,<not present>,<not present>
ASV_6751,Bacteria,Patescibacteria,Parcubacteria,<not present>,<not present>,<not present>
ASV_6752,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Rurimicrobium
ASV_6753,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<not present>,<not present>
ASV_6754,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1
ASV_6755,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,[Eubacterium] tenue group
ASV_6756,Bacteria,Firmicutes,<not present>,<not present>,<not present>,<not present>
ASV_6757,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium
ASV_6758,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,PMMR1
ASV_6759,Bacteria,Chloroflexi,SHA-26,<not present>,<not present>,<not present>
ASV_676,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus
ASV_6760,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group
ASV_6761,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
ASV_6762,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_6763,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Modestobacter
ASV_6764,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV_6765,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Keratinibaculum
ASV_6766,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV_6767,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
ASV_6768,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,W5053
ASV_6769,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,<not present>
ASV_677,Bacteria,Firmicutes,Clostridia,Oscillospirales,<not present>,<not present>
ASV_6770,Bacteria,Firmicutes,Bacilli,Bacillales,Marinococcaceae,<not present>
ASV_6771,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter
ASV_6772,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas
ASV_6773,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_6774,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
ASV_6775,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium
ASV_6776,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,<not present>
ASV_6777,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella
ASV_6778,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hathewaya
ASV_6779,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella
ASV_678,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6780,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas
ASV_6781,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_6782,Bacteria,Firmicutes,<not present>,<not present>,<not present>,<not present>
ASV_6783,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,<not present>
ASV_6784,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter
ASV_6785,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
ASV_6786,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,<not present>
ASV_6787,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter
ASV_6788,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,<not present>
ASV_6789,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,<not present>
ASV_679,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1
ASV_6790,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
ASV_6791,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,<not present>
ASV_6792,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005
ASV_6793,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_6794,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_6795,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
ASV_6796,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214 group
ASV_6797,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus
ASV_6798,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,<not present>
ASV_6799,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halocella
ASV_68,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<not present>
ASV_680,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella
ASV_6800,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,<not present>
ASV_6801,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_6802,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,<not present>
ASV_6803,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,<not present>,<not present>
ASV_6804,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,<not present>
ASV_6805,Bacteria,Firmicutes,Clostridia,<not present>,<not present>,<not present>
ASV_6806,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter
ASV_6807,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,<not present>
ASV_6808,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Dehalobacterium
ASV_6809,Bacteria,Firmicutes,Clostridia,<not present>,<not present>,<not present>
ASV_681,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575
ASV_6810,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>
ASV_6811,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,<not present>
ASV_6812,Bacteria,Patescibacteria,Parcubacteria,<not present>,<not present>,<not present>
ASV_6813,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,<not present>
ASV_6814,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,<not present>,<not present>
ASV_6815,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Stackebrandtia
ASV_6816,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<not present>
ASV_6817,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia
ASV_6818,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
ASV_6819,Bacteria,Firmicutes,Clostridia,Lachnospirales,<not present>,<not present>
ASV_682,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,<not present>
ASV_6820,Bacteria,Acidobacteriota,Subgroup 5,<not present>,<not present>,<not present>
ASV_6821,Bacteria,Firmicutes,Bacilli,Bacillales,<not present>,<not present>
ASV_6822,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,<not present>
ASV_6823,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family XIII AD3011 group
ASV_6824,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,<not present>,<not present>
ASV_6825,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,<not present>
ASV_6826,Bacteria,Patescibacteria,Parcubacteria,<not present>,<not present>,<not present>
ASV_6827,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Paracaedibacter
ASV_6828,Bacteria,Patescibacteria,Parcubacteria,<not present>,<not present>,<not present>
ASV_6829,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella
ASV_683,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>
ASV_6830,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus
ASV_6831,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Sporanaerobacter
ASV_6832,Bacteria,Proteobacteria,Gammaproteobacteria,<not present>,<not present>,<not present>
ASV_6833,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group
ASV_6834,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella
ASV_6835,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella
ASV_6836,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,<not present>
ASV_6837,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_6838,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<not present>
ASV_6839,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_684,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-009
ASV_6840,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
ASV_6841,Bacteria,Firmicutes,Bacilli,<not present>,<not present>,<not present>
ASV_6842,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,<not present>
ASV_6843,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,<not present>
ASV_6844,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6845,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
ASV_6846,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6847,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
ASV_6848,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia
ASV_6849,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Thermoactinomyces
ASV_685,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriales Incertae Sedis,<not present>
ASV_6850,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
ASV_6851,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_6852,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6853,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6854,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6855,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,<not present>,<not present>
ASV_6856,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,<not present>
ASV_6857,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_6858,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter
ASV_6859,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Paracaedibacter
ASV_686,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Cellulosimicrobium
ASV_6860,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella
ASV_6861,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<not present>
ASV_6862,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
ASV_6863,Bacteria,Patescibacteria,Gracilibacteria,<not present>,<not present>,<not present>
ASV_6864,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia
ASV_6865,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_6866,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,<not present>,<not present>
ASV_6867,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,<not present>
ASV_6868,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,<not present>
ASV_6869,Bacteria,Actinobacteriota,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces
ASV_687,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus
ASV_6870,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,<not present>
ASV_6871,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_6872,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,<not present>
ASV_6873,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,<not present>
ASV_6874,Bacteria,Firmicutes,Clostridia,Oscillospirales,<not present>,<not present>
ASV_6875,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter
ASV_6876,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,<not present>
ASV_6877,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1
ASV_6878,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
ASV_6879,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,<not present>
ASV_688,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_6880,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,<not present>
ASV_6881,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,<not present>
ASV_6882,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
ASV_6883,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga
ASV_6884,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,<not present>
ASV_6885,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_6886,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,<not present>
ASV_6887,Bacteria,Patescibacteria,Parcubacteria,<not present>,<not present>,<not present>
ASV_6888,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,<not present>,<not present>
ASV_6889,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_689,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,<not present>
ASV_6890,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<not present>,<not present>
